PhraseId	SentenceId	Phrase	Sentiment
5260 	2702 	"absurd , contrived , overblown , and entirely implausible finale"	0 
5261 	2702 	", contrived , overblown , and entirely implausible"	0 
5262 	2703 	Half Past Dead is just such an achievement .	1 
5263 	2703 	such an achievement	1 
5261 	2703 	an achievement	1 
5265 	2701 	"proves absolutely that really , really , really good things can come in enormous packages ."	1 
5266 	2701 	"that really , really , really good things can come in enormous packages"	1 
5267 	2701 	"really , really , really good things can come in enormous packages"	1 
5268 	2701 	"really , really good"	1 
5269 	2701 	", really good"	1 
5270 	2705 	This long and relentlessly saccharine film is a clear case of preaching to the converted .	0 
5271 	2705 	long and relentlessly saccharine film	0 
5272 	2705 	long and relentlessly saccharine	0 
5273 	2707 	My Wife is an Actress has its moments in looking at the comic effects of jealousy .	1 
5271 	2709 	You 'll find yourself wishing that you and they were in another movie .	0 
5275 	2709 	'll find yourself wishing that you and they were in another movie	0 
5276 	2709 	find yourself wishing that you and they were in another movie	0 
5277 	2710 	"fascinating ... an often intense character study about fathers and sons , loyalty and duty ."	1 
5278 	2710 	"an often intense character study about fathers and sons , loyalty and duty ."	1 
5279 	2711 	you 'll be rewarded with some fine acting .	1 
5280 	2711 	'll be rewarded with some fine acting .	1 
5281 	2711 	be rewarded with some fine acting	1 
5282 	2711 	fine acting	1 
5283 	2716 	film that loses sight of its own story .	0 
5281 	2716 	loses sight of its own story	0 
5285 	2717 	"Fontaine 's direction , especially her agreeably startling use of close-ups and her grace with a moving camera , creates sheerly cinematic appeal ."	1 
5286 	2717 	"Fontaine 's direction , especially her agreeably startling use of close-ups and her grace with a moving camera ,"	1 
5287 	2719 	"Take any 12-year-old boy to see this picture , and he 'll be your slave for a year"	1 
5288 	2720 	"A solidly constructed , entertaining thriller"	1 
5289 	2720 	"solidly constructed , entertaining thriller"	1 
5290 	2720 	", entertaining thriller"	1 
5291 	2720 	of true inspiration	1 
5292 	2721 	a black man getting humiliated by a pack of dogs who are smarter than him	0 
5293 	2722 	I 'm not sure which will take longer to heal : the welt on Johnny Knoxville 's stomach from a riot-control projectile or my own tortured psyche .	0 
5291 	2722 	'm not sure which will take longer to heal : the welt on Johnny Knoxville 's stomach from a riot-control projectile or my own tortured psyche .	0 
5295 	2722 	sure which will take longer to heal : the welt on Johnny Knoxville 's stomach from a riot-control projectile or my own tortured psyche	0 
5296 	2723 	We do n't get paid enough to sit through crap like this .	0 
5297 	2723 	do n't get paid enough to sit through crap like this .	0 
5298 	2723 	get paid enough to sit through crap like this	0 
5299 	2723 	paid enough to sit through crap like this	0 
5300 	2723 	sit through crap like this	0 
5301 	2723 	through crap like this	0 
5302 	2723 	crap like this	0 
5303 	2728 	"Zhuangzhuang creates delicate balance of style , text , and subtext that 's so simple and precise that anything discordant would topple the balance ,"	1 
5301 	2728 	"delicate balance of style , text , and subtext that 's so simple and precise that anything discordant would topple the balance"	1 
5305 	2730 	", this too-long , spoofy update of Shakespeare 's Macbeth does n't sustain a high enough level of invention ."	0 
5306 	2731 	There 's an epic here	1 
5307 	2731 	"historically significant ,"	1 
5308 	2739 	Has a solid emotional impact	1 
5309 	2739 	a solid emotional impact	1 
5310 	2710 	One of those unassuming films that sneaks up on you and stays with you long after you have left the theatre	1 
5311 	2710 	of those unassuming films that sneaks up on you and stays with you long after you have left the theatre	1 
5312 	2710 	those unassuming films that sneaks up on you and stays with you long after you have left the theatre	1 
5313 	2710 	that sneaks up on you and stays with you long after you have left the theatre	1 
5311 	2713 	Where 's the movie here ?	0 
5315 	2711 	"come away from his film overwhelmed , hopeful and , perhaps paradoxically , illuminated ."	1 
5316 	2711 	"come away from his film overwhelmed , hopeful and , perhaps paradoxically , illuminated"	1 
5317 	2717 	"... unspeakably , unbearably dull , featuring reams of flatly delivered dialogue and a heroine who comes across as both shallow and dim-witted ."	0 
5318 	2717 	"unspeakably , unbearably dull , featuring reams of flatly delivered dialogue and a heroine who comes across as both shallow and dim-witted ."	0 
5319 	2717 	"unspeakably , unbearably dull"	0 
5320 	2717 	unbearably dull	0 
5321 	2717 	", featuring reams of flatly delivered dialogue and a heroine who comes across as both shallow and dim-witted ."	0 
5322 	2717 	both shallow and dim-witted	0 
5323 	2717 	shallow and dim-witted	0 
5321 	2719 	Love Liza	1 
5325 	2752 	"gloriously flippant as Lock , Stock and Two Smoking Barrels"	1 
5326 	2752 	exceptionally well-acted	1 
5327 	2753 	"Killing time , that 's all that 's going on here ."	0 
5328 	2751 	hilarious writer-director himself	1 
5329 	2755 	"At once subtle and visceral , the film never succumbs to the trap of the maudlin or tearful , offering instead with its unflinching gaze a measure of faith in the future ."	1 
5330 	2760 	represents Adam Sandler 's latest attempt to dumb down the universe .	0 
5331 	2760 	to dumb down the universe	0 
5332 	2763 	"is a truly , truly bad movie"	0 
5333 	2763 	"a truly , truly bad movie"	0 
5331 	2763 	"truly , truly bad"	0 
5335 	2763 	", truly bad"	0 
5336 	2763 	truly bad	0 
5337 	2761 	worthy of a place alongside the other Hannibal movies	1 
5338 	2766 	has enough moments to keep it entertaining .	1 
5339 	2767 	Poor Ben Bratt could n't find stardom if MapQuest emailed him point-to-point driving directions .	0 
5310 	2767 	could n't find stardom if MapQuest emailed him point-to-point driving directions .	0 
5311 	2767 	could n't find stardom if MapQuest emailed him point-to-point driving directions	0 
5312 	2768 	neither can I think of a very good reason to rush right out and see it	0 
5313 	2768 	rush right out and see it	1 
5311 	2769 	"At times , it actually hurts to watch ."	0 
5315 	2769 	", it actually hurts to watch ."	0 
5316 	2769 	it actually hurts to watch .	0 
5317 	2769 	actually hurts to watch .	0 
5318 	2770 	potentially trite and overused	0 
5319 	2771 	"is hilariously , gloriously alive , and quite often hotter than Georgia asphalt ."	1 
5350 	2771 	"is hilariously , gloriously alive , and quite often hotter than Georgia asphalt"	1 
5351 	2771 	"hilariously , gloriously alive , and quite often hotter"	1 
5352 	2771 	"hilariously , gloriously alive , and"	1 
5353 	2771 	"hilariously , gloriously alive ,"	1 
5351 	2773 	see it again	1 
5355 	2771 	"Why sit through a crummy , wannabe-hip crime comedy that refers incessantly to old movies , when you could just rent those movies instead , let alone seek out a respectable new one ?"	0 
5356 	2771 	"sit through a crummy , wannabe-hip crime comedy that refers incessantly to old movies , when you could just rent those movies instead , let alone seek out a respectable new one"	0 
5357 	2771 	"a crummy , wannabe-hip crime comedy that refers incessantly to old movies , when you could just rent those movies instead , let alone seek out a respectable new one"	0 
5358 	2771 	", wannabe-hip crime comedy"	0 
5359 	2775 	The entire movie establishes a wonderfully creepy mood .	1 
5360 	2775 	establishes a wonderfully creepy mood	1 
5361 	2777 	"A particularly joyless , and exceedingly dull , period coming-of-age tale ."	0 
5362 	2777 	"A particularly joyless , and exceedingly dull , period"	0 
5363 	2777 	"particularly joyless , and exceedingly dull , period"	0 
5361 	2777 	"particularly joyless , and exceedingly dull ,"	0 
5365 	2777 	"particularly joyless , and exceedingly dull"	0 
5366 	2778 	its committed dumbness	0 
5367 	2778 	committed dumbness	0 
5368 	2780 	A tremendous piece of work .	1 
5369 	2780 	A tremendous piece of work	1 
5370 	2780 	A tremendous piece	1 
5371 	2780 	tremendous	1 
5372 	2781 	is how well it holds up in an era in which computer-generated images are the norm	1 
5373 	2783 	Koepp 's screenplay is n't nearly surprising or clever enough to sustain a reasonable degree of suspense on its own .	0 
5371 	2781 	"Better effects , better acting and a hilarious Kenneth Branagh ."	1 
5375 	2781 	"Better effects , better acting and a hilarious Kenneth Branagh"	1 
5376 	2785 	A derivative collection of horror and sci-fi cliches .	0 
5377 	2787 	"What little atmosphere is generated by the shadowy lighting , macabre sets , and endless rain is offset by the sheer ugliness of everything else ."	0 
5378 	2787 	is offset by the sheer ugliness of everything else	0 
5379 	2787 	the sheer ugliness	0 
5380 	2788 	suffers because it does n't have enough vices to merit its 103-minute length	0 
5381 	2789 	"What John does is heroic , but we do n't condone it , '' one of the film 's stars recently said , a tortuous comment that perfectly illustrates the picture 's moral schizophrenia ."	1 
5382 	2789 	is heroic	1 
5383 	2789 	heroic	1 
5381 	2789 	"'' one of the film 's stars recently said , a tortuous comment that perfectly illustrates the picture 's moral schizophrenia ."	0 
5385 	2789 	"one of the film 's stars recently said , a tortuous comment that perfectly illustrates the picture 's moral schizophrenia ."	0 
5386 	2789 	tortuous	0 
5387 	2790 	... hypnotically dull .	0 
5388 	2790 	hypnotically dull .	0 
5389 	2791 	"A graceful , moving tribute to the courage of New York 's finest and a nicely understated expression of the grief shared by the nation at their sacrifice ."	1 
5390 	2791 	"A graceful , moving tribute to the courage of New York 's finest and a nicely understated expression of the grief"	1 
5391 	2791 	"A graceful , moving tribute"	1 
5392 	2791 	"graceful , moving"	1 
5393 	2791 	the courage of New York 's finest and a nicely understated expression of the grief	1 
5391 	2793 	"'s a film that 's destined to win a wide summer audience through word-of-mouth reviews and , not far down the line , to find a place among the studio 's animated classics"	1 
5395 	2793 	"a film that 's destined to win a wide summer audience through word-of-mouth reviews and , not far down the line , to find a place among the studio 's animated classics"	1 
5396 	2793 	"that 's destined to win a wide summer audience through word-of-mouth reviews and , not far down the line , to find a place among the studio 's animated classics"	1 
5397 	2793 	"'s destined to win a wide summer audience through word-of-mouth reviews and , not far down the line , to find a place among the studio 's animated classics"	1 
5398 	2793 	"destined to win a wide summer audience through word-of-mouth reviews and , not far down the line , to find a place among the studio 's animated classics"	1 
5399 	2793 	to find a place among the studio 's animated classics	1 
5100 	2791 	are less than adorable	0 
5101 	2791 	adorable	1 
5102 	2798 	It 's Pauly Shore awful .	0 
5103 	2798 	's Pauly Shore awful .	0 
5101 	2798 	's Pauly Shore awful	0 
5105 	2798 	Pauly Shore awful	0 
5106 	2799 	beautifully shot	1 
5107 	2800 	makes you care about music you may not have heard before	1 
5108 	2801 	"The high-concept scenario soon proves preposterous , the acting is robotically italicized , and truth-in-advertising hounds take note :"	0 
5109 	2801 	"The high-concept scenario soon proves preposterous , the acting is robotically italicized , and truth-in-advertising hounds take note"	0 
5110 	2801 	", the acting is robotically italicized ,"	0 
5111 	2802 	", the movie is rather choppy ."	0 
5112 	2801 	Quitting will prove absorbing to American audiences	1 
5113 	2805 	comedy Death	0 
5111 	2805 	a movie without an apparent audience	0 
5115 	2809 	... overly melodramatic ...	0 
5116 	2810 	excellent cast	1 
5117 	2810 	are terribly wasted .	0 
5118 	2815 	"Far too clever by half , Howard 's film is really a series of strung-together moments , with all the spaces in between filled with fantasies , daydreams , memories and one fantastic visual trope after another ."	0 
5119 	2815 	"daydreams , memories and one fantastic visual trope"	1 
5120 	2815 	one fantastic visual trope	1 
5121 	2816 	The latest Adam Sandler assault and possibly the worst film of the year .	0 
5122 	2816 	The latest Adam Sandler assault and possibly the worst film of the year	0 
5123 	2816 	Adam Sandler assault and possibly the worst film	0 
5121 	2816 	possibly the worst film	0 
5125 	2818 	only so much baked cardboard I need to chew	0 
5126 	2818 	only so much baked cardboard	0 
5127 	2819 	A full-frontal attack on audience patience .	0 
5128 	2820 	is one of those rare docs that paints a grand picture of an era and makes the journey feel like a party .	1 
5129 	2820 	is one of those rare docs that paints a grand picture of an era and makes the journey feel like a party	1 
5130 	2820 	one of those rare docs that paints a grand picture of an era and makes the journey feel like a party	1 
5131 	2820 	of those rare docs that paints a grand picture of an era and makes the journey feel like a party	1 
5132 	2820 	that paints a grand picture of an era and makes the journey feel like a party	1 
5133 	2820 	a grand picture	1 
5131 	2821 	"When you find yourself rooting for the monsters in a horror movie , you know the picture is in trouble ."	0 
5135 	2821 	know the picture is in trouble .	0 
5136 	2822 	"A stylish but steady , and ultimately very satisfying , piece of character-driven storytelling ."	1 
5137 	2822 	"A stylish but steady , and ultimately very satisfying , piece of character-driven storytelling"	1 
5138 	2822 	"A stylish but steady , and ultimately very satisfying , piece"	1 
5139 	2822 	"stylish but steady , and ultimately very satisfying ,"	1 
5110 	2822 	"stylish but steady , and ultimately very satisfying"	1 
5111 	2822 	ultimately very satisfying	1 
5112 	2823 	A word of advice to the makers of The Singles Ward : Celebrity cameos do not automatically equal laughs .	0 
5113 	2823 	Celebrity cameos do not automatically equal laughs .	0 
5111 	2825 	is a film living far too much in its own head	0 
5115 	2825 	a film living far too much in its own head	0 
5116 	2825 	living far too much in its own head	0 
5117 	2826 	"Fans will undoubtedly enjoy it ,"	1 
5118 	2826 	will undoubtedly enjoy it	1 
5119 	2827 	of one of the best films	1 
5150 	2827 	one of the best films	1 
5151 	2827 	of the best films	1 
5152 	2828 	"Mr. Goyer 's loose , unaccountable direction is technically sophisticated in the worst way ."	0 
5153 	2828 	"loose , unaccountable direction"	0 
5151 	2828 	is technically sophisticated in the worst way	0 
5155 	2839 	"The three leads produce adequate performances , but what 's missing from this material is any depth of feeling ."	0 
5156 	2810 	", Blood Work is a strong , character-oriented piece ."	1 
5157 	2810 	"Blood Work is a strong , character-oriented piece ."	1 
5158 	2810 	"is a strong , character-oriented piece"	1 
5159 	2810 	"a strong , character-oriented piece"	1 
5160 	2813 	's never a dull moment in the giant spider invasion comic chiller	1 
5161 	2811 	It 's a ripper of a yarn and I for one enjoyed the thrill of the chill	1 
5162 	2811 	enjoyed the thrill of the chill	1 
5163 	2815 	"smart , not cloying"	1 
5161 	2816 	"will indeed sit open-mouthed before the screen , not screaming but yawning ."	0 
5165 	2816 	"open-mouthed before the screen , not screaming but yawning"	0 
5166 	2817 	the picture 's cleverness	1 
5167 	2817 	is ironically muted by the very people who are intended to make it shine	0 
5168 	2818 	be hard put to find a movie character more unattractive or odorous -LRB- than Leon -RRB-	0 
5169 	2818 	find a movie character more unattractive or odorous -LRB- than Leon -RRB-	0 
5170 	2818 	unattractive or odorous	0 
5171 	2819 	Dismally dull sci-fi comedy .	0 
5172 	2850 	Never capitalizes on this concept and opts for the breezy and amateurish feel of an after school special on the subject of tolerance .	0 
5173 	2851 	"suffers from a simplistic narrative and a pat , fairy-tale conclusion"	0 
5171 	2852 	with first love sweetly	1 
5175 	2853 	"Assured , vital and well wrought , the film is , arguably , the most accomplished work to date from Hong Kong 's versatile Stanley Kwan ."	1 
5176 	2853 	"Assured , vital and well wrought"	1 
5177 	2853 	", the film is , arguably , the most accomplished work to date from Hong Kong 's versatile Stanley Kwan ."	1 
5178 	2853 	"the film is , arguably , the most accomplished work to date from Hong Kong 's versatile Stanley Kwan ."	1 
5179 	2853 	"is , arguably , the most accomplished work to date from Hong Kong 's versatile Stanley Kwan"	1 
5180 	2853 	the most accomplished work to date from Hong Kong 's versatile Stanley Kwan	1 
5181 	2853 	most accomplished work	1 
5182 	2851 	"The most opaque , self-indulgent and just plain goofy an excuse for a movie as you can imagine"	0 
5183 	2858 	laugh for not quite and hour and a half	1 
5181 	2859 	I can easily imagine Benigni 's Pinocchio becoming a Christmas perennial .	1 
5185 	2859 	can easily imagine Benigni 's Pinocchio becoming a Christmas perennial .	1 
5186 	2859 	can easily imagine Benigni 's Pinocchio becoming a Christmas perennial	1 
5187 	2862 	gags and	0 
5188 	2863 	"In my own very humble opinion , In Praise of Love lacks even the most fragmented charms I have found in almost all of his previous works ."	0 
5189 	2863 	", In Praise of Love lacks even the most fragmented charms I have found in almost all of his previous works ."	0 
5190 	2865 	"boldly stroked , luridly coloured , uni-dimensional nonsense machine that strokes the eyeballs while it evaporates like so much crypt mist in the brain ."	0 
5191 	2865 	"stroked , luridly coloured , uni-dimensional nonsense machine that strokes the eyeballs while it evaporates like so much crypt mist in the brain ."	0 
5192 	2865 	"stroked , luridly coloured , uni-dimensional nonsense machine that strokes the eyeballs while it evaporates like so much crypt mist in the brain"	0 
5193 	2865 	", luridly coloured , uni-dimensional nonsense machine"	0 
5191 	2865 	uni-dimensional nonsense machine	0 
5195 	2866 	one big laugh	1 
5196 	2867 	", Like Mike raises some worthwhile themes while delivering a wholesome fantasy for kids ."	1 
5197 	2867 	raises some worthwhile themes while delivering a wholesome fantasy for kids	1 
5198 	2867 	a wholesome fantasy for kids	1 
5199 	2871 	A wild comedy	1 
5500 	2873 	"Pure cinematic intoxication , a wildly inventive mixture of comedy and melodrama , tastelessness and swooning elegance"	1 
5501 	2873 	"cinematic intoxication , a wildly inventive mixture of comedy and melodrama , tastelessness and swooning elegance"	1 
5502 	2873 	"cinematic intoxication , a wildly inventive mixture of comedy and melodrama ,"	1 
5503 	2873 	"cinematic intoxication , a wildly inventive mixture of comedy and melodrama"	1 
5501 	2873 	a wildly inventive mixture	1 
5505 	2873 	wildly inventive mixture	1 
5506 	2875 	Everything was as superficial as the forced New Jersey lowbrow accent Uma had .	0 
5507 	2877 	Take Care is nicely performed by a quintet of actresses	1 
5508 	2877 	is nicely performed by a quintet of actresses	1 
5509 	2877 	it drags during its 112-minute length	0 
5510 	2877 	drags during its 112-minute length	0 
5511 	2879 	promises a new kind of high but delivers the same old bad trip	0 
5512 	2879 	new kind	1 
5513 	2879 	delivers the same old bad trip	0 
5511 	2881 	", Windtalkers airs just about every cliche in the war movie compendium across its indulgent two-hour-and-fifteen-minute length ."	0 
5515 	2882 	Aggravating and tedious .	0 
5516 	2882 	Aggravating and tedious	0 
5517 	2883 	"An undeniably moving film to experience , and ultimately that 's what makes it worth a recommendation"	1 
5518 	2883 	"An undeniably moving film to experience , and"	1 
5519 	2883 	"An undeniably moving film to experience ,"	1 
5520 	2883 	An undeniably moving film	1 
5521 	2883 	undeniably moving film	1 
5522 	2883 	undeniably moving	1 
5523 	2883 	that 's what makes it worth a recommendation	1 
5521 	2885 	Starts as an intense political and psychological thriller but is sabotaged by ticking time bombs and other Hollywood-action cliches .	0 
5525 	2885 	an intense political and psychological thriller	1 
5526 	2885 	intense political and psychological thriller	1 
5527 	2886 	a smashing success	1 
5528 	2886 	smashing success	1 
5529 	2888 	overall an overwhelmingly positive portrayal	1 
5530 	2888 	overwhelmingly positive portrayal	1 
5531 	2889 	remarkably engaging despite being noticeably derivative of Goodfellas and at least a half dozen other trouble-in-the-ghetto flicks	1 
5532 	2891 	"is , we have no idea what in creation is going on ."	0 
5533 	2892 	It 's as if a bored Cage spent the duration of the film 's shooting schedule waiting to scream : `` Got AIDS yet ? ''	0 
5531 	2892 	's as if a bored Cage spent the duration of the film 's shooting schedule waiting to scream : `` Got AIDS yet ? ''	0 
5535 	2892 	's as if a bored Cage spent the duration of the film 's shooting schedule waiting to scream : `` Got AIDS yet	0 
5536 	2892 	as if a bored Cage spent the duration of the film 's shooting schedule waiting to scream : `` Got AIDS yet	0 
5537 	2892 	if a bored Cage spent the duration of the film 's shooting schedule waiting to scream : `` Got AIDS yet	0 
5538 	2892 	a bored Cage spent the duration of the film 's shooting schedule waiting to scream : `` Got AIDS yet	0 
5539 	2892 	spent the duration of the film 's shooting schedule waiting to scream	0 
5510 	2893 	has the same sledgehammer appeal as Pokemon videos	0 
5511 	2893 	induces headaches	0 
5512 	2891 	"A smart , steamy mix of road movie , coming-of-age story and political satire"	1 
5513 	2895 	Warm and exotic	1 
5511 	2896 	"Steers , in his feature film debut , has created a brilliant motion picture ."	1 
5515 	2896 	has created a brilliant motion picture .	1 
5516 	2896 	has created a brilliant motion picture	1 
5517 	2896 	created a brilliant motion picture	1 
5518 	2896 	a brilliant motion picture	1 
5519 	2896 	brilliant motion picture	1 
5550 	2897 	", this overheated melodrama plays like a student film ."	0 
5551 	2898 	"The off-center humor is a constant , and the ensemble gives it a buoyant delivery"	1 
5552 	2898 	the ensemble gives it a buoyant delivery	1 
5553 	2901 	it lacks in outright newness	0 
5551 	2902 	make it an above-average thriller	1 
5555 	2902 	an above-average thriller	1 
5556 	2901 	", Lawrence 's delivery remains perfect"	1 
5557 	2901 	Lawrence 's delivery remains perfect	1 
5558 	2901 	"of this worn-out , pandering palaver"	0 
5559 	2901 	"this worn-out , pandering palaver"	0 
5560 	2906 	", so it 's not a brilliant piece of filmmaking , but it is a funny -LRB- sometimes hilarious -RRB- comedy with a deft sense of humor about itself , a playful spirit and a game cast ."	1 
5561 	2906 	so it 's not a brilliant piece of filmmaking	0 
5562 	2906 	a brilliant piece of filmmaking	1 
5563 	2906 	a brilliant piece	1 
5561 	2906 	brilliant piece	1 
5565 	2906 	"a funny -LRB- sometimes hilarious -RRB- comedy with a deft sense of humor about itself , a playful spirit and a game cast"	1 
5566 	2906 	a funny -LRB- sometimes hilarious -RRB- comedy	1 
5567 	2906 	funny -LRB- sometimes hilarious -RRB-	1 
5568 	2906 	hilarious -RRB-	1 
5569 	2907 	"Over the years , Hollywood has crafted a solid formula for successful animated movies , and Ice Age only improves on it , with terrific computer graphics , inventive action sequences and a droll sense of humor ."	1 
5570 	2907 	", Hollywood has crafted a solid formula for successful animated movies , and Ice Age only improves on it , with terrific computer graphics , inventive action sequences and a droll sense of humor ."	1 
5571 	2907 	"Hollywood has crafted a solid formula for successful animated movies , and Ice Age only improves on it , with terrific computer graphics , inventive action sequences and a droll sense of humor ."	1 
5572 	2907 	"Hollywood has crafted a solid formula for successful animated movies , and Ice Age only improves on it , with terrific computer graphics , inventive action sequences and a droll sense of humor"	1 
5573 	2907 	"Hollywood has crafted a solid formula for successful animated movies , and"	1 
5571 	2907 	crafted a solid formula for successful animated movies	1 
5575 	2907 	a solid formula for successful animated movies	1 
5576 	2907 	"improves on it , with terrific computer graphics , inventive action sequences and a droll sense of humor"	1 
5577 	2907 	"with terrific computer graphics , inventive action sequences and a droll sense of humor"	1 
5578 	2907 	"terrific computer graphics , inventive action sequences"	1 
5579 	2907 	"terrific computer graphics ,"	1 
5580 	2907 	terrific computer graphics	1 
5581 	2907 	inventive action sequences	1 
5582 	2910 	in a way that is surprisingly enjoyable	1 
5583 	2910 	a way that is surprisingly enjoyable	1 
5581 	2910 	that is surprisingly enjoyable	1 
5585 	2910 	is surprisingly enjoyable	1 
5586 	2910 	surprisingly enjoyable	1 
5587 	2913 	greatest mistake	0 
5588 	2915 	Diggs and Lathan are among the chief reasons Brown Sugar is such a sweet and sexy film .	1 
5589 	2915 	are among the chief reasons Brown Sugar is such a sweet and sexy film .	1 
5590 	2915 	are among the chief reasons Brown Sugar is such a sweet and sexy film	1 
5591 	2915 	the chief reasons Brown Sugar is such a sweet and sexy film	1 
5592 	2915 	Brown Sugar is such a sweet and sexy film	1 
5593 	2915 	is such a sweet and sexy film	1 
5591 	2916 	a wonderfully warm human drama that remains vividly in memory long	1 
5595 	2916 	a wonderfully warm human drama	1 
5596 	2916 	wonderfully warm	1 
5597 	2918 	is a flop with the exception of about six gags that really work .	0 
5598 	2918 	a flop with the exception of about six gags that really work	0 
5599 	2918 	a flop	0 
5600 	2919 	"sharp , amusing study"	1 
5601 	2921 	"More than their unique residences , Home Movie is about the people who live in them , who have carved their own comfortable niche in the world and have been kind enough to share it ."	1 
5602 	2921 	"is about the people who live in them , who have carved their own comfortable niche in the world and have been kind enough to share it ."	1 
5603 	2921 	"The film is enriched by an imaginatively mixed cast of antic spirits , headed by Christopher Plummer as the subtlest and most complexly evil Uncle Ralph I 've ever seen in the many film and stage adaptations of the work ."	1 
5601 	2921 	"is enriched by an imaginatively mixed cast of antic spirits , headed by Christopher Plummer as the subtlest and most complexly evil Uncle Ralph I 've ever seen in the many film and stage adaptations of the work ."	1 
5605 	2921 	"is enriched by an imaginatively mixed cast of antic spirits , headed by Christopher Plummer as the subtlest and most complexly evil Uncle Ralph I 've ever seen in the many film and stage adaptations of the work"	1 
5606 	2921 	"enriched by an imaginatively mixed cast of antic spirits , headed by Christopher Plummer as the subtlest and most complexly evil Uncle Ralph I 've ever seen in the many film and stage adaptations of the work"	1 
5607 	2921 	"enriched by an imaginatively mixed cast of antic spirits , headed by Christopher Plummer as the subtlest and most complexly evil Uncle Ralph I 've ever seen in the many film and"	1 
5608 	2921 	"enriched by an imaginatively mixed cast of antic spirits , headed by Christopher Plummer as the subtlest and most complexly evil Uncle Ralph I 've ever seen in the many film"	1 
5609 	2921 	enriched by an imaginatively mixed cast of antic spirits	1 
5610 	2921 	imaginatively mixed cast	1 
5611 	2921 	headed by Christopher Plummer as the subtlest and most complexly evil Uncle Ralph I 've ever seen in the many film	1 
5612 	2921 	the subtlest and most complexly evil Uncle Ralph I 've ever seen in the many film	1 
5613 	2925 	The problem is the needlessly poor quality of its archival prints and film footage .	0 
5611 	2925 	is the needlessly poor quality of its archival prints and film footage	0 
5615 	2925 	the needlessly poor quality	0 
5616 	2925 	needlessly poor quality	0 
5617 	2925 	poor quality	0 
5618 	2926 	Fulfills the minimum requirement of Disney animation	0 
5619 	2927 	"With jump cuts , fast editing and lots of pyrotechnics , Yu clearly hopes to camouflage how bad his movie is ."	0 
5620 	2927 	Yu clearly hopes to camouflage how bad his movie is .	0 
5621 	2927 	clearly hopes to camouflage how bad his movie is .	0 
5622 	2927 	hopes to camouflage how bad his movie is .	0 
5623 	2927 	hopes to camouflage how bad his movie is	0 
5621 	2927 	to camouflage how bad his movie is	0 
5625 	2927 	camouflage how bad his movie is	0 
5626 	2927 	how bad his movie is	0 
5627 	2931 	pathetic	0 
5628 	2932 	"Combines sharp comedy , old-fashioned monster movie atmospherics , and genuine heart to create a film that 's not merely about kicking undead \*\*\* , but also about dealing with regret and , ultimately , finding redemption ."	1 
5629 	2932 	"Combines sharp comedy , old-fashioned monster movie atmospherics , and genuine heart to create a film that 's not merely about kicking undead \*\*\* , but also about dealing with regret and , ultimately , finding redemption"	1 
5630 	2932 	"sharp comedy , old-fashioned monster movie atmospherics , and genuine heart"	1 
5631 	2932 	"sharp comedy ,"	1 
5632 	2935 	"God help us , but Capra and Cooper are rolling over in their graves . '"	0 
5633 	2935 	"God help us , but Capra and Cooper are rolling over in their graves ."	0 
5631 	2935 	"God help us , but Capra and Cooper are rolling over in their graves"	0 
5635 	2935 	are rolling over in their graves	0 
5636 	2935 	rolling over in their graves	0 
5637 	2937 	Begins like a docu-drama but builds its multi-character story with a flourish .	1 
5638 	2937 	builds its multi-character story with a flourish	1 
5639 	2938 	Bisset is both convincing and radiant	1 
5610 	2938 	is both convincing and radiant	1 
5611 	2939 	the upbeat ending	1 
5612 	2910 	There 's none of the happily-ever - after spangle of Monsoon Wedding in Late Marriage -- and that 's part of what makes Dover Kosashvili 's outstanding feature debut so potent .	1 
5613 	2910 	There 's none of the happily-ever - after spangle of Monsoon Wedding in Late Marriage -- and that 's part of what makes Dover Kosashvili 's outstanding feature debut so potent	1 
5611 	2910 	's part of what makes Dover Kosashvili 's outstanding feature debut so potent	1 
5615 	2910 	of what makes Dover Kosashvili 's outstanding feature debut so potent	1 
5616 	2910 	makes Dover Kosashvili 's outstanding feature debut so potent	1 
5617 	2910 	outstanding feature debut	1 
5618 	2910 	so potent	1 
5619 	2911 	"As pure over-the-top trash , any John Waters movie has it beat by a country mile ."	0 
5650 	2911 	pure over-the-top trash	0 
5651 	2912 	"-LRB- Reynolds -RRB- takes a classic story , casts attractive and talented actors and uses a magnificent landscape to create a feature film that is wickedly fun to watch ."	1 
5652 	2912 	"takes a classic story , casts attractive and talented actors and uses a magnificent landscape to create a feature film that is wickedly fun to watch ."	1 
5653 	2912 	"takes a classic story , casts attractive and talented actors and uses a magnificent landscape to create a feature film that is wickedly fun to watch"	1 
5651 	2912 	"takes a classic story , casts attractive and talented actors"	1 
5655 	2912 	attractive and talented actors	1 
5656 	2912 	attractive and talented	1 
5657 	2912 	uses a magnificent landscape to create a feature film that is wickedly fun to watch	1 
5658 	2912 	a magnificent landscape to create a feature film that is wickedly fun to watch	1 
5659 	2912 	magnificent landscape to create a feature film that is wickedly fun to watch	1 
5660 	2912 	to create a feature film that is wickedly fun to watch	1 
5661 	2912 	create a feature film that is wickedly fun to watch	1 
5662 	2912 	a feature film that is wickedly fun to watch	1 
5663 	2912 	that is wickedly fun to watch	1 
5661 	2912 	is wickedly fun	1 
5665 	2912 	wickedly fun	1 
